PA	Section	x0	FQ672N	F547M	Sum(E/W)_1	dSum_1	Strongest	E6716	dE6716	E/W 6716	k6716	kk6716	F6716	Sum(E/W)_2	dSum_2
-90	S60-18	26.65	0.194579387465	2.67940609931	0.0729846791232	0.000727572195958	[S II] 6731 99%	32.3360032421	0.611355748678	1.65881029879	1.11886887173	1.37693217438	63.2416615839	0.0376657208193	0.0133567312973
-90	S90-18	26.65	nan	nan	0.0552337634069	0.000584818283794	[S II] 6731 99%	28.9635229556	0.486676324978	1.48580484138	1.09389394408	1.3467002502	44.7065647181	0.035459037018	0.00185670685244
-90	S30-19	39.65	0.290453353971	3.26383757847	0.0965295890553	0.000797618947024	[S II] 6731 100%	38.3388557778	0.669186663209	1.96675168332	1.13201770754	1.39250133355	118.921668335	0.037952587851	0.00191436510056
-90	S60-19	39.65	0.163378470568	1.97536348897	0.0661411072392	0.000942439945458	[S II] 6731 99%	29.0786095956	0.667877724027	1.4917086911	1.07133520525	1.32163580275	46.5582907252	0.0335188505824	0.00671472450714
-90	S90-19	39.65	nan	2.36274796344	0.0558059859535	0.000536533387462	[S II] 6731 99%	28.9436800027	0.434736111398	1.48478691426	1.09569438066	1.33116157033	50.7407809567	0.0386447047864	0.00242788039398
-90	S30-20	52.65	0.209664811553	2.51482666549	0.091047974506	0.000815620885019	[S II] 6731 100%	38.2526091391	0.675794439437	1.96232730188	1.05841283061	1.34109898689	82.4654436877	0.0382801952074	0.0271586260438
-90	S60-20	52.65	0.140864759267	1.63271338656	0.0707626498193	0.000742038501792	[S II] 6731 100%	33.8561270734	0.621226828423	1.73679139769	1.0562329564	1.35611616122	42.4261687819	0.0318518009247	0.0124599495104
-90	S90-20	52.65	nan	1.164754953	0.0570769424515	0.000525782047892	[S II] 6731 99%	30.993640456	0.441598029794	1.58994819491	1.09511917336	1.31624196719	43.5657713931	0.035091410572	0.00861440424097
-90	S30-21	65.65	0.215742391227	2.35565228397	0.075331127929	0.000633454878534	[S II] 6731 100%	34.1286772324	0.526489344565	1.75077299608	1.02451143297	1.30144490164	60.5629256602	0.0320439746919	0.00310352180676
-90	S60-21	65.65	0.118712725219	1.28202277897	0.0654982718096	0.000584187603642	[S II] 6731 100%	34.8787428399	0.491141773698	1.78925074316	1.06889330562	1.36419369333	39.7545795502	0.0332219829615	0.00111914090115
-90	S90-21	65.65	nan	0.614663888926	0.0476633158279	0.000461407032028	[S II] 6731 100%	27.6831894128	0.375911706765	1.42012478653	1.08293092072	1.46554201105	20.972752662	0.0234285565299	0.239796498856
-90	S30-22	78.65	0.211290730882	1.83820738551	0.0681635213384	0.000603616125712	[S II] 6731 99%	33.4419008813	0.501032442338	1.71554193565	1.06799143966	1.3549373327	54.3000423111	0.0329594629946	0.00319364317354
-90	S60-22	78.65	nan	1.13927635316	0.0711020828358	0.000840471285723	[S II] 6731 100%	38.6511296569	0.707687438913	1.98277107578	1.03199518773	1.33610159523	38.1041011091	0.0331940492463	0.0169112305621
-90	S90-22	78.65	nan	0.635837379482	0.044910631751	0.000640027987034	[S II] 6731 100%	27.0715270685	0.487601819659	1.38874701271	1.07534361208	1.49430695562	14.8941890842	0.022694625033	0.00316902966207
-90	S30-23	91.65	nan	1.31819823576	0.0762084082914	0.000585921823059	[S II] 6731 100%	41.3837953635	0.495382407684	2.1229545729	1.07439408519	1.40126048434	50.2871276159	0.0346070756781	0.010242627316
-90	S60-23	91.65	nan	1.00257782902	0.0712895222597	0.000715286583466	[S II] 6731 100%	42.5469292179	0.600845957092	2.1826223804	1.03085774666	1.37306053587	36.803280128	0.030085202697	0.00251434666974
-90	S90-23	91.65	nan	0.85743054465	0.0479625275688	0.00064550330082	[S II] 6731 99%	28.6300732739	0.506228376218	1.46869914771	1.10391608927	1.42876033722	17.0466844314	0.0264243191575	0.00128772786448
-90	S30-24	104.65	nan	1.08772303959	0.0785287948256	0.000600063675817	[S II] 6731 100%	44.5610567581	0.511980757728	2.28594546215	1.01409224474	1.36345371179	40.8776940653	0.0259675878299	0.00793420282873
-90	S60-24	104.65	nan	0.761380396408	0.0819659928674	0.000625525285098	[S II] 6731 100%	49.0714469146	0.514869995135	2.51732475746	1.0476217695	1.31902538093	35.7326334034	0.032471906685	0.0340613961596
-90	S90-24	104.65	nan	0.897441606441	0.0531360674667	0.000455991936629	[S II] 6731 99%	35.0388877906	0.380537964064	1.79746604706	1.02561040627	1.2897489476	25.3798324021	0.0298587281086	0.0216245081983
